,audio_no,chunk_id,chunk_path,transcription
624,159,624,./audio_chunks/audio_159_chunk_624.mp3," What happens is, they have come from far away, but the intention of coming is not to be missed. That is what we are worried about. What happens here is, I am talking about birds and how important it is to keep them in the vessel. We have talked about this, right? Yes, they are getting bored. How far are we from the bird? 300 meters."
625,159,625,./audio_chunks/audio_159_chunk_625.mp3," Next, what happens is, we are saying that we should go a little further That is, we should get food and shelter there and live there without any fear When we stay there, what happens is, if you see here, you can see the river If I go that way, you can see the river"
626,159,626,./audio_chunks/audio_159_chunk_626.mp3," I call this the beauty of sandalwood I will give you a word for this Stand there Beauty of sandalwood I know the word, you can see it Beauty of sandalwood is All these are sandalwood One, two, three, four See the one with the bow See"
627,159,627,./audio_chunks/audio_159_chunk_627.mp3," look how broad ... you can see that I have not joined anything here all these are naturally regenerated through bush dropping that is why we call this method ofлыnging if a bird lies in one of these opportunities If you come to Munnur, you will get 1000 bidi"
628,159,628,./audio_chunks/audio_159_chunk_628.mp3, We often write adept species of forests in sandalwood If you ask why this is called Madhu smelter hut I must say that theproject is venomous earth And you guysig it back They say this as the device to rule the world
629,159,629,./audio_chunks/audio_159_chunk_629.mp3," One, two, three, four, five. These are different trees. This is different. This is different. In the past, people used to go to Dalembe Thoto and use the forest as a construction site. But now, it is not so. I have worked hard for this. I have worked hard. I have worked hard."
630,159,630,./audio_chunks/audio_159_chunk_630.mp3," when it was your first time do you know you kept rusting us eating little vaida to陰rish this to make things easy for numbskull Even as we are not aware of the influence, it looks very re-generated what else should we do if stimulated?"
631,159,631,./audio_chunks/audio_159_chunk_631.mp3," No.. I get the impression many birds What I mean that sen Tat ride is many directions Some dispose the pump around 1000 feet Not only you how many of most bitches do you know who they are we strive for it always chin up Deny Here we will put pump around 1000 feet How referred it is being grown in Saurgat,"
632,159,632,./audio_chunks/audio_159_chunk_632.mp3," The way we do it is, the grass is now called an ETR machine. The plants are still in the process of growing. If we just fix it, we can scan it. There is an ST in it, whether it is cut or not. Out of 1000 plants, he gets 50 plants per year. Let us see."
633,159,633,./audio_chunks/audio_159_chunk_633.mp3, How much is 50 geda? 50 geda is cut off 50 geda equals to? 50 lakhs Next year 50 geda is cut off Next year 50 geda Out of 1000 plants 50 plants are harvested per year 50 plants are harvested per year 50 plants are harvested per year How much is it per year? 100 geda How much is it per year?
634,159,634,./audio_chunks/audio_159_chunk_634.mp3, How much did you earn per acre in a year? 50 lakhs 50 lakhs You are not asking who earned it 16 years of hard work 50 lakhs that we earned from our farm I don't have that much I don't have that much That means 50 plants are harvested per year per acre How much does it cost per acre per year? 50 lakhs
635,159,635,./audio_chunks/audio_159_chunk_635.mp3," If we get 50 lakhs per year, it will be just a agricultural land. If we get 50 lakhs per year, it will be just a continuous process. If we get 50 lakhs per year, it will not only be agricultural land, it will become gold mining. If we get 50 lakhs per year, it will be just a continuous process."
636,159,636,./audio_chunks/audio_159_chunk_636.mp3," Why did they build it as a farmland? Why did they not build it for agriculture? When it is a farmland, it is not only for the farmer It will become gold miner When they built it as a farmland, why did they not build it for agriculture? Why did they not build it as a farmland? This is the answer Why did they not build it as a farmland?"
637,159,637,./audio_chunks/audio_159_chunk_637.mp3," We have to give food to the birds, give shelter to the birds, give shelter to the environment, and we have to take a social responsibility. By implementing social responsibility, we have achieved the success of a gold mine. But we should not forget the love of the people of this region."
638,159,638,./audio_chunks/audio_159_chunk_638.mp3," This is the concept. If you have any doubts, ask me. Is there a difference between the two? It is a good question. If you say that the two are different, there is no gap. At that time, the heart would be more strong. Sir, this is a good question. I too have the same question. What is it? Now, we are going to go from one side to the other. No, we are going to go from one side to the other. We are going to go from one side to the other. We are going to go from one side to the other. What I mean is, now we are going from one side to the other."
639,159,639,./audio_chunks/audio_159_chunk_639.mp3," This is our son. Come here. You have come here. Why did you come here? Why did you come to the hospital? Why did you come here? Sir asked a question. When I explained all this. This is a bed for the edge. Usually, everyone can do it. It is a bed for 10 feet, 12 feet, 13 feet. This is how it is. Now, who made this? I made it."
640,159,640,./audio_chunks/audio_159_chunk_640.mp3, I have brought birds I have brought birds Mother earth will accept and will pray to the earth I am a meter and feet I don't know whether mother earth has a hundred feet or hundred feet or one hundred feet I don't know I am a meter and feet I don't know mother earth's power Mother earth has a hundred feet
641,159,641,./audio_chunks/audio_159_chunk_641.mp3," I don't know. Akisakthi I am a hard worker. I am a person who is very quiet. I am very quiet. I am very quiet. Why? I am very quiet. I am not angry at anything. You know what I know. When I am bored, I will drink water. I will drink water. I will drink water."
642,159,642,./audio_chunks/audio_159_chunk_642.mp3," Leave it, you are not smart enough to understand. When you are tired and tired of your work, you say, I don't have anything to do. That is called emptiness. I don't know anything about the earth's power. My element is the element of silence. When I am silent, I see, I am not able to understand."
643,159,643,./audio_chunks/audio_159_chunk_643.mp3," look here at it, its natural pruning look here at this This isoe this pruning 1st pruning"
644,159,644,./audio_chunks/audio_159_chunk_644.mp3, enforced complete observation of topic We also talked about their disability This is how I treat a requiring source gentle business man. Stay quiet Stop...
645,159,645,./audio_chunks/audio_159_chunk_645.mp3," I have written that there are 1000 more of these I have not yet spread the seeds of 76000 I will show you the seeds of 1000 I have put the bed here I forgot to show you the seeds of 1000 Let us move forward These have not come in numbers like 1,2,3,4,5 There are 1000 seeds of these Seeds have spread and it has come in rain Seeds of 2,4,5,6 have come"
646,159,646,./audio_chunks/audio_159_chunk_646.mp3," In the time of 8 years, in the year 1000, 10 times, 990 were lost. In 10 years, one was lost. This is IAS. The Earth has tested it. This is IAS. There was a return exam. It was failed. Like this. Some were lost in physics. Some were lost in the world."
647,159,647,./audio_chunks/audio_159_chunk_647.mp3, This is not a new thing This is the highest price This is the highest price after the profession This is the highest price after the profession This is the highest price after the profession Nature selected These are all naturally regenerated through bush dropping This is the beauty of sandalwood This is the answer to the question of how to do it Why should we do it this way? Because it will help in the destruction of art
648,159,648,./audio_chunks/audio_159_chunk_648.mp3," The other thing they said to the animal is that, not even if it saccharine ionized or anhydrase,it will not breack 10sq feet a day. Place of deadly spiders at that spot and they will trap storks, still not ever fall prey to 100 storks"
649,159,649,./audio_chunks/audio_159_chunk_649.mp3," This is the plant that is used for growing seeds This is the plant that is used for growing seeds There are 106 species of seeds These seeds are grown in the fields These are not flies These are thrips, mites, epits, jachits These are the plants that are delicious These are grown here These plants are fed by another plant What do we eat for this? We eat this"
650,159,650,./audio_chunks/audio_159_chunk_650.mp3," another plant acts as a prediator for this we call it biological control Jai vika niyantana without using any chemicals, without any man power this is the concept here it is like this that is why our plants should be very hard and then here it is a little it comes to our life, a simple way some people are very aggressive"
651,159,651,./audio_chunks/audio_159_chunk_651.mp3," So, our family members, father, mother, etc. When we learn to live in a simple way, we will be able to solve many problems. This is very important for our life. We should not reject anything, we should not criticize anything, we should not be worried about anything."
652,159,652,./audio_chunks/audio_159_chunk_652.mp3," and he says that he doesn't want to live he says that he wants to be a little quiet he says that he wants to take the truth as a witness a quiet way without a quiet way, Jesus would have been a divorcee Balavariyaar would have been active and would have been a child that would have been wrong when he stands in the middle of the road no one will ask him who is Balavariyaar he will ask him he will ask him"
653,159,653,./audio_chunks/audio_159_chunk_653.mp3," They should have a simple way of life Simple way of life Otherwise there is no chance of divorce What is divorce? When I was in America, I was asked to get a divorce Now I am here, I am coming to the end You should have a simple way of life If you say that I will get a divorce It will be a chemical reaction"
654,159,654,./audio_chunks/audio_159_chunk_654.mp3, you will not know if you have done it water you will not need this it is nature selected this is it you will not like it I will make a chart I will show you I will plant it sir this is this is the this is the this is the this is the this is the
655,159,655,./audio_chunks/audio_159_chunk_655.mp3, what is the problem? they are not going to dig the biles they are going to dig the soil and the soil will not be wet the soil will not be wet they ask one question about Sri ganda here the reason is during the time of cutting the soil will not be wet if you look at Sri ganda it is not like the banyan tree or the alad mara tree sandalwood is medium sized species
656,159,656,./audio_chunks/audio_159_chunk_656.mp3," This is a medium size tree. This is not a MR. First you have to understand. Because, People ask me a lot of questions. They say that Sri Gandha's tree is this size. But if it is this size, We will not be able to go to our house and die. We will be in a mess. This is the size of the tree. This is the trunk."
657,159,657,./audio_chunks/audio_159_chunk_657.mp3," This is a medium size, I will show you 75, 80 This is a medium size This is not a normal size This is a small size This is a medium size This size is good This size is good This size is good If you are a farmer If you are a farmer You can get one plant for 3 lakhs If you are a farmer"
658,159,658,./audio_chunks/audio_159_chunk_658.mp3," It is getting smaller. If we give the land to the people who come here, and if we give the land to the people who come here, and if we give the land to the people who come here, then the land will be less than 3 lakhs. I have said that there is a linear relationship between the shepherd and the herd. This will be developed there. If the land is full of water, the landscaping and the water will be less."
659,159,659,./audio_chunks/audio_159_chunk_659.mp3," and the second metabolism is not there so we thought of using ERT machine and we will ask the customers to pay minimum fees and check the product so we have started an organization and we have registered a company Gandha medicinal and aromatic company apart from that we have a lot of products like soap, cosmetics"
660,159,660,./audio_chunks/audio_159_chunk_660.mp3, and then they will be able to do the work of the market that is the kind of machine that is available it will cost you around 1.5 lakhs you can take the land yourself or else we will give you the service at a minimum nominal rate they will test it and give the total report it will be easy you can come to the market and zero sweat earn verwome rawiflora
661,159,661,./audio_chunks/audio_159_chunk_661.mp3," we will get it Sir, any other question? Sir, this is a question about the land it is not going anywhere else there are two doubts regarding the land being built one is that the land is not being built in Muktamaru the other is that whoever wants to build it it is being built in Veladaon Sir, where are you from? Vijayapura where are you from? Vijayapura"
662,159,662,./audio_chunks/audio_159_chunk_662.mp3," It is a proper Vijayapuram, local. The question that I have been asked by the head is, from the next three days, Mukta Marukatti is the only way. For anyone who comes to take it, there will be difficulties and difficulties. Now Srikanth is..."
663,159,663,./audio_chunks/audio_159_chunk_663.mp3," this is the first time i am seeing this kind of tree this is Manjanaathu this is the middle this is the beginning of the new year you have to prepare the food how many people are there? it should be done it should be done sir, please move it should be done please stand up we don't need a woman please stand up how many people are there? one person"
664,159,664,./audio_chunks/audio_159_chunk_664.mp3," Sir, if you give him time, he will not do anything. Sir, who will collect the money? He will be in front of the Aliyah. What will happen is, Sir, this is a very important question. What is wrong with our government? We will have to give Srikanth to Mysore Chanda factory."
665,159,665,./audio_chunks/audio_159_chunk_665.mp3," He was a big man and he was a great man. I want to tell this to all the people who are living here. He was a great man. He didn't know how to do anything. When we go to the market in Taipala, they don't take the money and throw it in the towel. It's a lot of money. They throw it in the towel and do something about it. But when it's about to become Rs. 10,000, they give Rs. 10,000. It's a lot."
666,159,666,./audio_chunks/audio_159_chunk_666.mp3," There is no commission to pay for that We slowly eat all that stock Now, expect the worst If you want to get the origin on the poor land While dry and go out shopping For even aopedia of money even if you tortured"
667,159,667,./audio_chunks/audio_159_chunk_667.mp3," He has been a very good person. He has given us so much permission to come here. I have spent so much money. That's all. So, from this case, we are asking for your release. Sir, this is a very good thing. But, what is happening is that, they don't have any alternative choice. They have no other choice."
668,159,668,./audio_chunks/audio_159_chunk_668.mp3, We have to take the order from the owner of the shop. We have no choice but to take the order from the owner. This is the procedure. We have to give one KSD to the shop owner. We have written the number of sellers and buyers. We have written monopoly. Monopoly means the number of buyers and sellers. This is monopoly.
669,159,669,./audio_chunks/audio_159_chunk_669.mp3," This is a good thing, multiple choice for farmers This is a good thing, multiple choice for farmers In your case, when there is a problem, there may be problems If you give a free market, it may be able to save it Thank you"
670,159,670,./audio_chunks/audio_159_chunk_670.mp3," we had spent last 16 years of development at Sreejanthada and remarkable erzähltions about this village after that, 16 years around the village have beenخر number of graves likeери was not that much all the graves I had already mentioned were from my contact Sreejanthada is our most notable date"
671,159,671,./audio_chunks/audio_159_chunk_671.mp3," He used to plant sandalwood I used to sit with him In this group, there was only one person who used to do it In this group I came to see what would happen"
672,159,672,./audio_chunks/audio_159_chunk_672.mp3, come let's go why are you asking this question? I will complete this why should I not ask? I will tell you what is wrong here? one thing they give a place for the people what is that place? for the people we have a place for the people in the office there is a single window
673,159,673,./audio_chunks/audio_159_chunk_673.mp3," If he gets a RG, the authorities should come to his house and give him a permit letter. He should not be given a 20-year sentence. Why should he be given a sentence? He has been raising a cow for 16 years. For one year, thousands of cows have been fed with the seed. He himself does not know that he has raised 16,000 cows. He is the reason for that. Why should he be punished? He should be given a permit letter."
674,159,674,./audio_chunks/audio_159_chunk_674.mp3," The officer should come here and get his permit within hours. He has decided. It is okay to cut the permit and save the ETR. He should get his permit within hours. This is the current situation. He will get his permit. And then... The problem here is, He will have to wear a black dress."
675,159,675,./audio_chunks/audio_159_chunk_675.mp3, No selling Further There is a甸erte al Pinky We are leading small business All these 70 Accents we are running We held 26 related to thisой we run 24 days if third day If 4 quarto night I would begin fromNice he wants into the wow complet earth
676,159,676,./audio_chunks/audio_159_chunk_676.mp3," When you do the you give it to the person who gives you 10 rupees. Even here, you cannot get it without a permit. But you get an alternative choice. If someone needs raw material, they give it to you at a rate. If I don't have a cutter, they come here with a company. Sir, I will give you this rate. I will give you this rate. I will give you this rate. I will give you the best rate. They also give you this rate."
677,159,677,./audio_chunks/audio_159_chunk_677.mp3," By the time the material is cut, the material has to be paid and sent to the office. The material should be sent to the office and the person who is in charge of the material should be able to sleep. That's all. We will discuss this further. We are not discussing this now. The government has given the number. We will discuss this further when we make it clear to the important ministers."
678,159,678,./audio_chunks/audio_159_chunk_678.mp3," If you are interested in it, you can ask. Because we have asked for 2 hours minimum. We are not asking you to take bath and take photos. We don't need that. You have to ask us what you feel. You have to feel our feelings. So we need 2 hours minimum. This is done. So this is a little..."
679,159,679,./audio_chunks/audio_159_chunk_679.mp3," This is what i had to ask and some problems might be there Functually i feel , they dont do proper work They used the proper chains It has neverстроke a problem on them Where it goes , If it goes from this place to other Dass We would go ahead , It already has proper Chains What we would have felt it if they cutens it This i will see They dont have to Arthikuolic Sitiwantara"
680,159,680,./audio_chunks/audio_159_chunk_680.mp3, they will try to build a life for themselves they don't want that life because they have seen so many jails they have experienced so many things they don't want that life they want to make it possible
681,159,681,./audio_chunks/audio_159_chunk_681.mp3," Sir, I have a question. Sir, I have a question. Sir, I have a question. Sir, what is your name and where are you from? I am from Bijapur."
682,159,682,./audio_chunks/audio_159_chunk_682.mp3," No, it is different. It is a different kind of cultivation. The gardeners are growing 3 acres of karuvas. That is good. Now they are doing it to grow. When I heard this, I felt that there are a lot of people and a lot of scientists. Ramesh here might be from another IWST or other scientists. He is a scientist. Sir,"
683,159,683,./audio_chunks/audio_159_chunk_683.mp3," I was asked to build this farm I wanted to build a farm like this I made this farm I was asked to build this farm I was asked to build this farm This is a little Everything is good Everything is good There is no grass on the ground There are different types of grass There is tinaspura, scissor, and there is thondya You can see it there"
684,159,684,./audio_chunks/audio_159_chunk_684.mp3," 봐äll considerably 550 million, where there is many issues like cleanliness and dirty condition I think the individual should clean the It's a sort of a trap."
685,159,685,./audio_chunks/audio_159_chunk_685.mp3," Here, the nature has created a game. Each one of us has a particular role to play. And each one of us has to play a role to play. Here, what we do is, here, the leaves that are discoloured or the leaves that are in the way of changing colour, we have to remove them. What I mean to say is, my goal, my intention, my economic part,"
686,159,686,./audio_chunks/audio_159_chunk_686.mp3, and it will be a part of the ecosystem what this means is when the birds are formed the bird will have an AC room the bird will have an AC room what will it do? the birds will stay there the birds will stay there the bird will stay there for a long time for a long time
687,1,687,./audio_chunks/audio_1_chunk_687.mp3," In the field of money, Srikanth is the best Those who have a lot of water can grow Those who don't have borewells can grow The camera we have is If your eyes are connected to that camera Your reference number will come Yes yes yes The technology has developed We need a reference One kilo of Srikanth The Karnataka government is changing it to Karnataka at a rate of 5 lakh rupees per kg We should know this"
688,1,688,./audio_chunks/audio_1_chunk_688.mp3," Sandalwood is a commercial name. We call it sandalwood. Some people call it sandalwood in Australia. Some people call it sandalwood in Hawaii. This is a tradition. But our sandalwood is called sandalum album. Sandalwood is available in Australia. It is called sandalum spiketum. Sandalwood is available in Hawaii. In many parts of the world, there are 16 different types of sandalwood. Sandalum album, sandalum spiketum, sandalum acid."
689,1,689,./audio_chunks/audio_1_chunk_689.mp3," But what sandalwood we have? Santalum album. This is called queen of sandalwood. Chemical composition is important. This is a scientific association. 95% Santalol, 4% Santaline, 1% Sant. Which is the ideal chemical composition of sandalwood. Only the best in the world is Sri Ganda. This is the best in Karnataka."
690,1,690,./audio_chunks/audio_1_chunk_690.mp3," The physical elements of the earth, like soil, water and climate, the physical elements of the earth, water and climate, are the most beautiful and most beautiful things in the world. So, our Kannada is the land of sandalwood, sandalwood and sandalwood. From hundreds of months, the sandalwood, the sandalwood, the sandalwood,"
691,1,691,./audio_chunks/audio_1_chunk_691.mp3," Kannada Nadu, Gandhada Nadu, Chandana's house from 1600 years means their wisdom is amazing we have learned a lot of things, we have learned some tantra we are very wise today we don't have any communication tools today we don't have any tantra but see their wisdom wherever in the world there is a wonderful thing if we get it anywhere we will get it in our country too"
692,1,692,./audio_chunks/audio_1_chunk_692.mp3," He had such a great knowledge. He had brought it. See in our body, Bheu, Alasu, Bashiru, Vanni, Ala, Harali, all these are there. They all are there. They give shelter to the birds. They give shelter to the environment. They water the plants and the plants, and they fertilize the earth. There is a big pond in the river. But, there is no water."
693,1,693,./audio_chunks/audio_1_chunk_693.mp3," This is Paralambi Sassia. This is Raktachandana. These are sandalwood. These are Kuruchalu Sassia and Paralambi Sassia. These are sandalwood. This is a big one. If this is not given to another, it will die. It will die. This is Paralambi Sassia. It is basically semi-root parasite. It is basically parasitic in nature. Paralambi. This should be kept away from others."
694,1,694,./audio_chunks/audio_1_chunk_694.mp3," Yes, that is why I said so. This is a Paravalambi Sassya. It is a Kurichalu Sassya. There are many big trees here. But, here it is called as Chandanada Bheedu of Kannada and Gandhada. Because, the wonderful and natural nature that is found in this place is the soil, water and the soil. This is the place."
695,1,695,./audio_chunks/audio_1_chunk_695.mp3," The best material for this is not available anywhere. I have planted 100 acres of Srikanth. And this is 5000 acres. This is India's biggest sandalwood cluster. This is India's biggest sandalwood cluster. There are 3 professors here. They are from Karnataka, Andhra and Tamil Nadu. They are going to do PhD in my farm. I will show you. Till then,"
696,1,696,./audio_chunks/audio_1_chunk_696.mp3," Natuvi, independence movement, and Bay 동 Mode Over Because of this, the overdosed Sumarasura Recreation"
697,1,697,./audio_chunks/audio_1_chunk_697.mp3," This is how we are making forest. In Koppala district, not just a normal area, from the front, the smell spreads to the whole world. It becomes a place of worship. Today, due to the quality of the land, soaps, cosmetics, perfumes, all the products are produced here. The market here is Koppala. It has that much power. We are connecting Dalimbi to the world through the forest."
698,1,698,./audio_chunks/audio_1_chunk_698.mp3," This is the land that we have made. It is Dalimber headquarters. Yes sir. As you can see, there are many Asiatic animals here. Thus, for this land, we are getting 5000 acres of land in our district. We are getting the same rate as the current rate. We are getting the same rate as the current rate. We can get 15000 crores of land from the previous land. That is our strength. This is the district. This is worth a crore."
699,1,699,./audio_chunks/audio_1_chunk_699.mp3," In that, there is economic life. We need economic life, self respect, good character and good character. We need that reality. But today we are doing Srikandha Adharitha Kurshya Rande. Sandalwood centric agroforestry model. What we do is, there is no financial difficulty in this."
700,1,700,./audio_chunks/audio_1_chunk_700.mp3," From the immorality laid out , there is a healthy life there is identity, in it there is an Adhyattma abode So what it says is human beings they work hard to get the support they need and complete the social responsibility associated with Siamese job다ari the loss is inevitable and childabudhu is being mailbox in this KURUSHITO NASTHI DURBHIKSHAM"
701,1,701,./audio_chunks/audio_1_chunk_701.mp3,
702,1,702,./audio_chunks/audio_1_chunk_702.mp3," When it comes to agriculture, it is very important. You can see the colour of the birds. There are many birds of different species. You can see the body. Here, they have built a garden. So that the land can survive. It is a social responsibility. It is a social responsibility."
703,1,703,./audio_chunks/audio_1_chunk_703.mp3," Why do we have to breathe? Why do we have to get cancer? It's a self-destructive crime. We have to have the power to stop the virus. If you study it thoroughly, you will find that the virus is already here. We have to use the power to fight the virus. Hybrid food, pollution, life without food..."
704,1,704,./audio_chunks/audio_1_chunk_704.mp3," That is why we were against it. We had corona in our early days. When you study it deeply, you will understand. We had corona. But we did not have the courage to oppose it. We were very much in a hurry. Even if we had a small problem, we would need tablets, we would need an earth injection, we would have to spend Rs. 5000. Now we have to face corona."
705,1,705,./audio_chunks/audio_1_chunk_705.mp3," What is happening is, see here, there is no Jeera dust. Yes. I was talking about this with our brother Rasool Annaar before you came here. Here, there is Jeera dust. Now, if you see Bangalore, there is no water, no sand, no water."
706,1,706,./audio_chunks/audio_1_chunk_706.mp3," No, that is wrong. The next change is that we are creating a Malayalee world. We have a very high mountain range. We need to build a forest in Bishilinaran. We need to build a forest in Bharatanaranya. That forest should be a forest of Ganda. It should be a seed of Seekandu. Yes. There is a possibility. It is a very native species."
707,1,707,./audio_chunks/audio_1_chunk_707.mp3, and it is very adaptable species this is easily available in our country and also if there is no special technology for this plant it grows very well there is no need for any big plant now people are asking us if you can comment on this when you are posting this on youtube or is this a hype
708,1,708,./audio_chunks/audio_1_chunk_708.mp3," Over here, over there, these people eagerly over there... They are exaggerating a lot Please channel your negative opinion and movies Always have building confidence and confidence And attention over work Beantics You don't often say anything But shoot it right away and last moment!"
709,1,709,./audio_chunks/audio_1_chunk_709.mp3," Then what was the time ? We had seen it happened earlier, the32 FM Yes? How come you have reached the rank and you've yet to pass the following IS test ? Yeah… How? Pure faith Dedication Co-attachment Constancies Remind that you need that consistent effort So,"
710,1,710,./audio_chunks/audio_1_chunk_710.mp3," The reason is that, Sri Ganda is the second generation of rice. Our father is a farmer. He has made a good financial source of rice. Devendrappa Baluti. He is the head of the local government. He is the chairman of National Farmers Association. He is the vice president of the National Farmers Association. He has made a good financial source of rice. But he has also grown small rice. He has grown a lot of rice."
711,1,711,./audio_chunks/audio_1_chunk_711.mp3," If we can say something about this, if we can say that he has self confidence in his love for farming, he can do it even if he is not bored. He should try for a couple of years. I am not talking about that, we have done that. We have done Sri Ganda in the field of Vana. Sri Ganda Kursi in the field of Vana. We have done that."
712,1,712,./audio_chunks/audio_1_chunk_712.mp3," I am not asking for a possibility to do agriculture in the field of crops. I am doing a project for this. Step by step. I have planted and grown crops in the field of crops. There are no water sources. But I am doing it wonderfully. But even in the middle of this, I am planting and growing Sreekanth. But for this,"
713,1,713,./audio_chunks/audio_1_chunk_713.mp3, is Saint George W�ffff This is paramount. But on top of that in sandalwood pena and oil Today we will see KSDL
714,1,714,./audio_chunks/audio_1_chunk_714.mp3," We are doing retailing. 5 grams and 10 grams. Half a bag for one bag. Half a bag for 2000 rupees. One bag for 5000 rupees. 10 grams? We need a proof. Today, one bag is 5000 rupees. 10 grams. 10 grams. 10 grams for 5000 rupees. 100 grams for 5000 rupees. 1000 grams for 5 lakhs. This is Karnataka government."
715,1,715,./audio_chunks/audio_1_chunk_715.mp3," in Karnataka itself it is increasing at the rate of 5 lakh rupees per kg we should know this sir, retail price Karnataka government is increasing in Karnataka itself 1 kg Sreekanth is 5 lakhs that is increasing by our labor, by our eyes, by our teeth that means, now this is increasing by the whole world, by the quality of Sreekanth no problem for any disease or disease that means, according to that method that is a rule"
716,1,716,./audio_chunks/audio_1_chunk_716.mp3," When the government is not doing anything, but because of the power of this, if we look at a project in management, what is the strength of that project? What are the weaknesses, what are the opportunities and what are the challenges? It is called SWOT analysis. Strength, weakness, opportunities and threats."
717,1,717,./audio_chunks/audio_1_chunk_717.mp3," Threads are a challenge Swak Challenge That is challenge In this standard routine there is a challenge What is it? Protection Because it has a huge power Correct If you put it here, it will not be put in the government Sir, it is not Sir, what happened is In the government everything, Sarajinika"
718,1,718,./audio_chunks/audio_1_chunk_718.mp3," All of it is property but none of it is government property What a contradiction! None of it is government property Office, all of it is government property Tasheel office, government hospital, all of it is Sarjanika I am from Kundrapuram, I believe in you All of it is government property but none of it is government property He eats and sleeps there"
719,1,719,./audio_chunks/audio_1_chunk_719.mp3," The hospital is very beautiful. All the furniture is made of wood. That is the reason for this. That is the type of beauty. If you are in a public place, no one will give you a job. It is a public property. You have come here."
720,1,720,./audio_chunks/audio_1_chunk_720.mp3," I will give you my Aadhar number. You have to cover yourself with 3 cameras. The camera in us is that if your eyes are connected to that camera, your Aadhar number will come. The technology has developed so much. The technology has developed so much. The market for the land has developed. We are living in a global era. We are living in a global era. Yes. Globalization."
721,1,721,./audio_chunks/audio_1_chunk_721.mp3," We should not do any tantradhyana today. We should make a camera and a dog to do it. Come and see. No, never. Impossible. No one will come to our village. We will not come to our village. We will not come to our village. We will do it only if we know the way. If anything happens to me, I will be able to do it here also."
722,1,722,./audio_chunks/audio_1_chunk_722.mp3," The reason for this is that the one who has the right to take it will be in our side and the one who is in our left side will be in our right side. So, there is no risk, there is a return. High risk, high returns. No risk, no returns. So, God will make us equal. Yes. Now, what has happened is that, because of the difference in the size of the trees, the color of the soil has changed. Yes. The difference between the two trees is not there. It is normal. Because of the difference in the size of the soil,"
723,1,723,./audio_chunks/audio_1_chunk_723.mp3," We have to take the methods that are not available in the village and give them knowledge there. Now we have the opportunities. We have the Tantra knowledge. How much Tantra knowledge? Today we can use cameras, sensors, traps, dogs, and fencing. Fencing is not something that we can build in a compound. I will show you a bamboo shop. It is a big one. It is not a big one. It is a small one."
724,1,724,./audio_chunks/audio_1_chunk_724.mp3, It will be a compound of 30 feet. It will be a good live fencing and wind breaker. Even a big one can build a compound of 20 feet. It will be a netteress. It is a thorny bamboo. We have to take all these from the works. We have to do it as an SSV. All these are different. These are strawberry goa. These are star gooseberry. These are the best.
725,1,725,./audio_chunks/audio_1_chunk_725.mp3," You might not have seen it. It has the smell of cardamom, cloves, cinnamon. It is called allspice. This is egg fruit. Egg fruit? Yes, it is egg fruit. Egg fruit, canister. Yes, it is. Drink it."
726,1,726,./audio_chunks/audio_1_chunk_726.mp3, This is called Garsenia indica. This is also said to be good for the liver. It is good for the liver. It is also said to be good for the liver. It is said that God has given everything in nature. These are all Garsenia indica.
727,1,727,./audio_chunks/audio_1_chunk_727.mp3, See these are their new all spices.itan Here is under Smile It is a beautiful environment
728,1,728,./audio_chunks/audio_1_chunk_728.mp3," I have got cardamom and cardamom seeds. Cardamom. It is a big Malayalee plant. Cardamom. All these are available. All these are Malayalee species. Coffee, cardamom, cloves, cardamom. All these cardamoms are available in various varieties."
729,1,729,./audio_chunks/audio_1_chunk_729.mp3," This is a cardamom. Is it grown in the ground? Yes sir. I was shooting the cardamom in the ground. It is grown in Malnadu, isn't it? I think so. But here it is not grown. It is in front of me. Seeing is believing. Coffee and coffee. Coffee."
730,1,730,./audio_chunks/audio_1_chunk_730.mp3," This is a coffee from Chikmangalur. This is an attempt. Sir, there is a manse here. It is very beautiful. Nothing special. Nothing has been made of the Vallasuri. No medicine or anything. Look at the paper. It is very beautiful."
731,1,731,./audio_chunks/audio_1_chunk_731.mp3," So we have to construct a water source. What is a water source? It is a source for natural shade and humidity. These are all shade loving species. Water is dumped here and distributed here. Water is not used here. This is for the use of the soil. You don't have a canal? No, we don't have a canal. We are going to water it."
732,1,732,./audio_chunks/audio_1_chunk_732.mp3, These are Bokova fruits. You saw this right? It has red colour. Sindoor. This is fine. Talk to the cow. It is saying how beautiful it is. It is saying how beautiful it is. These are Miracle fruits. Miracle fruits. These are Miracle fruits. These are Miracle fruits.
733,1,733,./audio_chunks/audio_1_chunk_733.mp3," What is this? This is mulching. If you want to keep it in the garden, you have to clean it. These are star fruit. You saw it there. It is a flower. Star fruit. That is red custard apple. Kemp sitaphala. You will see sitaphala. Red sitaphala. These are all Sebu onions. They are all dried and getting fresh. Apple."
734,1,734,./audio_chunks/audio_1_chunk_734.mp3, This is HRMN 99 variety. It is a type of Bissellia variety. It is a type of Bissellia variety. These are all Red Custard. We have seen them but they are growing now. They are growing now? Yes. These are Golden Bamboo. These are Golden Bamboo.
735,1,735,./audio_chunks/audio_1_chunk_735.mp3, and there is buddha bamboo bamboo is a variety yes there is a lot of diversity they will come will they come sir please take your shirt come sir i have studied i have come to see you i have also come to see you i have studied a lot correct music music
